,id,country,continent,date_of_birth,date_of_death,weight,gender,type,habitat
2228,ELF0002228,Botswana,Africa,22.10.2015,,3467,female,African,natural
2229,ELF0002229,Botswana,Africa,25.02.2017,,4427,male,African,natural
2230,ELF0002230,Zimbabwe,Africa,26.10.1981,04.01.2012,3542,male,Asian,natural
2231,ELF0002231,Zambia,Africa,02.01.2006,,2096,female,African,natural
2232,ELF0002232,Zimbabwe,Africa,04.08.1974,19.02.2005,4636,male,African,natural
2233,ELF0002233,DR Congo,Africa,25.03.1997,,2919,male,African,natural
2234,ELF0002234,Angola,Africa,16.03.2020,,1307,female,African,natural
2235,ELF0002235,Tanzania,Africa,28.12.1972,01.02.2008,4096,female,African,natural
2236,ELF0002236,Zimbabwe,Africa,10.08.2011,,3395,female,African,natural
2237,ELF0002237,Thailand,Asia,18.06.1971,24.12.2005,6185,male,Asian,natural
2238,ELF0002238,Zimbabwe,Africa,19.07.1976,07.11.2004,5218,male,African,natural
2239,ELF0002239,Kenya,Africa,22.12.1975,17.04.2009,2498,female,African,natural
2240,ELF0002240,Zimbabwe,Africa,12.08.1995,,2496,female,African,natural
2241,ELF0002241,India,Asia,24.12.2001,,2108,female,African,natural
2242,ELF0002242,Zimbabwe,Africa,06.07.1997,16.12.2023,7530,male,African,natural
2243,ELF0002243,Zimbabwe,Africa,14.07.2004,,5139,male,African,natural
2244,ELF0002244,Tanzania,Africa,05.10.1993,27.04.2019,2695,male,Asian,natural
2245,ELF0002245,Botswana,Africa,30.12.2010,,4122,female,African,natural
2246,ELF0002246,Botswana,Africa,15.05.2010,,2794,female,Asian,natural
2247,ELF0002247,Tanzania,Africa,08.07.1972,24.04.2007,2520,female,African,natural
2248,ELF0002248,Botswana,Africa,13.10.1979,20.12.2014,3434,male,African,natural
2249,ELF0002249,South Africa,Africa,04.10.2020,,3938,female,African,natural
2250,ELF0002250,Zambia,Africa,26.04.2004,,6160,male,African,natural
2251,ELF0002251,Zimbabwe,Africa,30.01.2021,,2413,female,African,natural
2252,ELF0002252,Zimbabwe,Africa,05.04.2002,,4616,female,African,natural
2253,ELF0002253,Tanzania,Africa,06.02.2005,,2913,female,African,natural
2254,ELF0002254,Namibia,Africa,22.05.2017,,5634,male,African,natural
2255,ELF0002255,Namibia,Africa,11.12.1973,29.02.2004,5083,male,African,natural
2256,ELF0002256,Mozambique,Africa,28.04.2003,,3746,female,African,natural
2257,ELF0002257,Tanzania,Africa,28.01.1996,,1792,male,African,natural
2258,ELF0002258,Namibia,Africa,09.01.1982,07.11.2016,3360,male,Asian,natural
2259,ELF0002259,Botswana,Africa,06.01.1998,,2029,female,African,natural
2260,ELF0002260,Tanzania,Africa,17.07.2023,,7152,male,African,natural
2261,ELF0002261,Botswana,Africa,09.04.1993,,6889,male,African,natural
2262,ELF0002262,Botswana,Africa,07.12.2007,,5707,male,African,natural
2263,ELF0002263,Sri Lanka,Asia,25.03.2012,,1815,female,Asian,natural
2264,ELF0002264,Botswana,Africa,09.02.2009,,3561,male,African,natural
2265,ELF0002265,Bhutan,Asia,09.03.1999,,6604,male,African,natural
2266,ELF0002266,South Africa,Africa,21.05.1975,17.11.2008,4179,female,African,natural
2267,ELF0002267,South Africa,Africa,01.03.1986,02.09.2013,4215,male,African,natural
2268,ELF0002268,Botswana,Africa,13.05.1970,25.05.2006,6531,male,African,natural
2269,ELF0002269,South Africa,Africa,08.09.2021,,5086,male,African,natural
2270,ELF0002270,Tanzania,Africa,18.08.2012,,8770,male,Asian,natural
2271,ELF0002271,Zimbabwe,Africa,28.01.2010,,3082,female,African,natural
2272,ELF0002272,Mozambique,Africa,22.11.2004,,3479,female,African,natural
2273,ELF0002273,DR Congo,Africa,12.04.1980,04.11.2004,4057,female,African,natural
2274,ELF0002274,Tanzania,Africa,11.05.1991,,3428,female,African,natural
2275,ELF0002275,Botswana,Africa,15.08.1973,12.09.1998,2695,female,African,natural
2276,ELF0002276,Botswana,Africa,26.10.1982,14.07.2014,3231,female,African,natural
2277,ELF0002277,Botswana,Africa,01.01.1998,,8473,male,African,natural
2278,ELF0002278,Slovakia,Europe,09.04.2013,,1750,female,African,zoological garden
2279,ELF0002279,Zimbabwe,Africa,22.05.1979,30.04.2000,5432,male,African,natural
2280,ELF0002280,DR Congo,Africa,18.11.2011,,2785,female,African,natural
2281,ELF0002281,Kenya,Africa,19.03.2012,,2999,female,African,natural
2282,ELF0002282,Zimbabwe,Africa,20.11.1979,30.11.2006,2416,female,African,natural
2283,ELF0002283,Zimbabwe,Africa,22.10.1999,,4351,female,African,natural
2284,ELF0002284,Namibia,Africa,14.07.1981,24.09.2002,2396,female,African,natural
2285,ELF0002285,Gabon,Africa,25.10.1998,,2934,female,African,natural
2286,ELF0002286,India,Asia,01.09.1979,27.05.2015,2409,male,African,natural
2287,ELF0002287,Botswana,Africa,16.04.2020,,2080,female,African,natural
2288,ELF0002288,Kenya,Africa,14.12.2017,,1516,female,Asian,natural
2289,ELF0002289,Tanzania,Africa,27.08.2004,,3107,female,African,natural
2290,ELF0002290,Botswana,Africa,07.07.1993,,4435,male,African,natural
2291,ELF0002291,Tanzania,Africa,27.06.2005,,6089,male,African,natural
2292,ELF0002292,Botswana,Africa,11.08.1985,17.06.2023,2449,female,African,natural
2293,ELF0002293,South Africa,Africa,24.06.2022,,3021,female,African,natural
2294,ELF0002294,Botswana,Africa,05.10.2001,,4417,female,African,natural
2295,ELF0002295,Zimbabwe,Africa,15.12.1992,23.09.2018,5242,male,African,natural
2296,ELF0002296,Tanzania,Africa,17.01.1987,25.11.2009,1813,male,African,natural
2297,ELF0002297,Tanzania,Africa,25.01.2015,,1663,female,African,natural
2298,ELF0002298,DR Congo,Africa,07.02.1975,20.02.2004,2513,female,Asian,natural
2299,ELF0002299,Botswana,Africa,31.05.2002,,4939,male,African,natural
2300,ELF0002300,Tanzania,Africa,18.09.2001,,7338,male,African,natural
2301,ELF0002301,Zimbabwe,Africa,04.06.2011,,4254,male,African,natural
2302,ELF0002302,Zambia,Africa,21.05.2010,,2043,male,African,natural
2303,ELF0002303,Gabon,Africa,08.12.1976,30.08.2006,5768,male,African,natural
2304,ELF0002304,Botswana,Africa,04.04.2008,,2669,female,African,natural
2305,ELF0002305,Zimbabwe,Africa,06.08.2012,,2122,female,African,natural
2306,ELF0002306,Namibia,Africa,20.12.2014,,4553,female,African,natural
2307,ELF0002307,Zimbabwe,Africa,17.12.2015,,5832,male,African,natural
2308,ELF0002308,Botswana,Africa,18.09.1976,13.08.1998,5679,male,Asian,natural
2309,ELF0002309,Kenya,Africa,15.07.1984,27.07.2015,3402,female,African,natural
2310,ELF0002310,Tanzania,Africa,06.03.2024,,45,female,African,natural
2311,ELF0002311,Botswana,Africa,08.11.1975,25.01.2006,6418,male,African,natural
2312,ELF0002312,Botswana,Africa,09.11.1988,12.05.2021,5341,male,African,natural
2313,ELF0002313,Maldives,,30.04.2013,,5201,female,Asian,zoological garden
2314,ELF0002314,Botswana,Africa,28.12.2022,,2690,female,African,natural
2315,ELF0002315,Namibia,Africa,13.10.1991,08.05.2013,2098,female,African,natural
2316,ELF0002316,Mozambique,Africa,19.01.1974,05.12.2000,2304,female,African,natural
2317,ELF0002317,Botswana,Africa,12.03.1985,04.04.2013,4417,male,African,natural
2318,ELF0002318,Namibia,Africa,08.11.1997,,3436,male,Asian,natural
2319,ELF0002319,Sri Lanka,Asia,25.11.1998,,3930,female,African,natural
2320,ELF0002320,Botswana,Africa,07.06.2017,,7244,male,African,natural
2321,ELF0002321,Kenya,Africa,24.07.1991,01.10.2019,6083,male,African,natural
2322,ELF0002322,Botswana,Africa,16.05.1991,01.01.2022,1087,female,African,natural
2323,ELF0002323,Zimbabwe,Africa,09.04.1970,31.12.1996,1307,female,African,natural
2324,ELF0002324,Botswana,Africa,06.08.1989,13.02.2016,5023,male,African,natural
2325,ELF0002325,Zimbabwe,Africa,16.01.2010,,2771,female,African,natural
2326,ELF0002326,South Africa,Africa,14.09.1978,05.11.2012,4681,female,African,natural
2327,ELF0002327,India,Asia,08.12.1985,17.11.2018,3405,female,Asian,natural
2328,ELF0002328,South Africa,Africa,02.10.2003,,3593,male,African,natural
2329,ELF0002329,India,Asia,26.02.2011,,3041,male,African,natural
2330,ELF0002330,Gabon,Africa,20.02.1974,14.05.2003,5261,male,African,natural
2331,ELF0002331,Zimbabwe,Africa,21.01.2004,,3619,male,African,natural
2332,ELF0002332,Tanzania,Africa,17.02.2001,,5846,male,African,natural
2333,ELF0002333,Botswana,Africa,02.10.2004,,2475,female,African,natural
2334,ELF0002334,Kenya,Africa,13.08.2016,,6369,male,Asian,natural
2335,ELF0002335,Botswana,Africa,09.04.2020,,6952,male,African,natural
2336,ELF0002336,Botswana,Africa,29.08.1986,16.03.2011,1234,female,African,zoological garden
2337,ELF0002337,Botswana,Africa,07.08.2022,,8464,male,African,natural
2338,ELF0002338,Zimbabwe,Africa,19.05.2009,,5783,male,African,natural
2339,ELF0002339,Zambia,Africa,24.01.1993,,2272,female,African,natural
2340,ELF0002340,Tanzania,Africa,21.12.1974,20.12.2001,3460,female,Asian,natural
2341,ELF0002341,South Africa,Africa,03.01.1984,21.06.2014,6618,male,Asian,natural
2342,ELF0002342,Tanzania,Africa,12.01.1982,08.05.2013,3302,male,African,natural
2343,ELF0002343,Zimbabwe,Africa,06.06.2011,,2669,female,Asian,natural
2344,ELF0002344,Zimbabwe,Africa,24.10.2015,,3029,female,African,natural
2345,ELF0002345,Cameroon,Africa,29.06.2012,,2889,female,Asian,natural
2346,ELF0002346,Tanzania,Africa,14.07.1975,19.08.2008,4667,male,African,natural
2347,ELF0002347,Malaysia,Asia,22.03.2004,,2755,female,Asian,natural
2348,ELF0002348,Zimbabwe,Africa,08.12.1988,26.11.2008,2285,female,African,natural
2349,ELF0002349,Tanzania,Africa,30.04.1997,21.08.2023,1859,female,African,natural
2350,ELF0002350,Zimbabwe,Africa,10.11.1985,15.12.2008,4682,male,African,natural
2351,ELF0002351,Argentina,South America,01.01.1987,20.12.2016,4627,male,African,zoological garden
2352,ELF0002352,Botswana,Africa,14.05.1998,,2512,female,African,natural
2353,ELF0002353,South Africa,Africa,10.09.1980,13.05.2014,4649,male,African,natural
2354,ELF0002354,Botswana,Africa,27.01.1984,20.10.2015,1936,female,African,natural
2355,ELF0002355,Zimbabwe,Africa,03.06.1974,09.12.2004,2827,female,African,natural
2356,ELF0002356,Tanzania,Africa,27.09.2003,,4465,male,African,natural
2357,ELF0002357,Tanzania,Africa,04.04.1999,25.11.2021,2859,female,African,natural
2358,ELF0002358,Zimbabwe,Africa,07.10.2008,,5330,male,African,natural
2359,ELF0002359,Zimbabwe,Africa,08.10.1978,08.09.2005,5134,male,African,natural
2360,ELF0002360,Botswana,Africa,14.03.2015,,4997,male,African,natural
2361,ELF0002361,Laos,Asia,29.10.2007,,4057,female,Asian,natural
2362,ELF0002362,Zimbabwe,Africa,29.12.1986,06.11.2019,1602,female,African,natural
2363,ELF0002363,Zimbabwe,Africa,01.11.2001,,6480,male,African,natural
2364,ELF0002364,Tanzania,Africa,25.11.1989,,1711,female,African,natural
2365,ELF0002365,India,Asia,15.12.1987,24.05.2021,5668,male,Asian,natural
2366,ELF0002366,Botswana,Africa,09.05.1982,25.04.2015,2654,female,African,natural
2367,ELF0002367,Tanzania,Africa,29.08.1991,27.05.2014,510,female,African,natural
2368,ELF0002368,Kenya,Africa,15.02.1993,,3298,female,African,natural
2369,ELF0002369,Namibia,Africa,15.11.1977,14.11.2018,3728,male,African,natural
2370,ELF0002370,Namibia,Africa,03.01.2007,,5142,male,African,natural
2371,ELF0002371,South Africa,Africa,11.11.2012,,4872,male,Asian,natural
2372,ELF0002372,Zimbabwe,Africa,09.06.2001,,1221,female,African,natural
2373,ELF0002373,Botswana,Africa,29.08.2010,,6622,male,African,natural
2374,ELF0002374,Tanzania,Africa,11.04.2013,,1214,female,African,natural
2375,ELF0002375,Zimbabwe,Africa,22.06.1977,04.02.2008,2680,female,African,natural
2376,ELF0002376,Botswana,Africa,02.11.1974,25.07.2003,3994,male,African,natural
2377,ELF0002377,Tanzania,Africa,13.09.2013,,4295,male,African,natural
2378,ELF0002378,Tanzania,Africa,26.03.1994,,3659,male,African,natural
2379,ELF0002379,Kenya,Africa,21.07.1999,,2230,female,African,natural
2380,ELF0002380,Botswana,Africa,11.12.1990,07.07.2024,3565,male,African,natural
2381,ELF0002381,Tanzania,Africa,17.04.2024,,7487,male,African,natural
2382,ELF0002382,Zimbabwe,Africa,04.10.2000,08.10.2023,1871,female,African,natural
2383,ELF0002383,Botswana,Africa,25.02.1981,20.10.2008,2889,male,African,natural
2384,ELF0002384,Botswana,Africa,27.07.1973,23.06.2005,3133,female,African,natural
2385,ELF0002385,Zimbabwe,Africa,28.11.2022,,8141,male,African,natural
2386,ELF0002386,Zimbabwe,Africa,30.03.1978,31.01.2011,4838,male,African,natural
2387,ELF0002387,Botswana,Africa,24.05.1977,06.09.2003,3411,female,African,natural
2388,ELF0002388,Botswana,Africa,13.11.2020,,4510,male,African,natural
2389,ELF0002389,Kenya,Africa,12.05.1996,,3276,female,African,natural
2390,ELF0002390,Tanzania,Africa,03.04.1970,19.07.2009,6328,male,Asian,natural
2391,ELF0002391,Tanzania,Africa,17.12.2005,,6531,male,African,natural
2392,ELF0002392,Botswana,Africa,04.06.2008,,5216,male,Asian,natural
2393,ELF0002393,Botswana,Africa,15.05.1974,22.06.2008,3410,male,African,natural
2394,ELF0002394,Zimbabwe,Africa,18.12.1984,04.04.2018,4582,male,African,natural
2395,ELF0002395,Zimbabwe,Africa,04.06.2011,,7340,male,African,natural
2396,ELF0002396,Botswana,Africa,15.02.1987,19.09.2019,3811,male,African,natural
2397,ELF0002397,Namibia,Africa,25.05.1983,21.12.2010,2963,male,Asian,natural
2398,ELF0002398,Tanzania,Africa,02.05.1981,18.08.2021,4784,male,African,natural
2399,ELF0002399,Botswana,Africa,05.05.1979,18.10.2017,3099,male,African,natural
2400,ELF0002400,Zimbabwe,Africa,28.03.2008,,2502,female,African,natural
2401,ELF0002401,Botswana,Africa,27.03.1970,23.06.2006,1934,female,African,natural
2402,ELF0002402,Mozambique,Africa,25.06.1998,,3525,female,African,natural
2403,ELF0002403,India,Asia,11.02.1986,28.08.2011,4213,male,Asian,natural
2404,ELF0002404,South Africa,Africa,04.01.2012,,3881,female,African,natural
2405,ELF0002405,Zimbabwe,Africa,06.09.1997,17.07.2024,3476,female,Asian,natural
2406,ELF0002406,India,Asia,11.09.1978,20.02.2009,3916,male,Asian,natural
2407,ELF0002407,Botswana,Africa,31.10.2004,,1329,male,African,natural
2408,ELF0002408,Zimbabwe,Africa,26.11.2023,,4227,female,African,natural
2409,ELF0002409,Tanzania,Africa,11.08.2018,,1258,female,African,natural
2410,ELF0002410,Botswana,Africa,03.10.2009,,1492,male,African,natural
2411,ELF0002411,Gabon,Africa,20.11.1976,11.09.2004,1613,female,African,natural
2412,ELF0002412,DR Congo,Africa,30.12.1990,21.05.2024,3026,female,African,natural
2413,ELF0002413,South Africa,Africa,25.08.1995,23.11.2024,3561,female,African,natural
2414,ELF0002414,South Africa,Africa,28.02.2005,03.08.2021,3055,male,African,natural
2415,ELF0002415,Macao,Asia,20.06.1973,26.02.1997,3530,male,Asian,zoological garden
2416,ELF0002416,Kenya,Africa,08.09.1993,25.07.2021,4881,female,African,natural
2417,ELF0002417,India,Asia,12.05.2021,,3425,female,Asian,natural
2418,ELF0002418,Zimbabwe,Africa,06.02.2018,,6643,male,African,natural
2419,ELF0002419,DR Congo,Africa,20.03.1970,12.05.1999,1154,female,African,natural
2420,ELF0002420,Zambia,Africa,13.08.1990,24.08.2021,1991,female,African,natural
2421,ELF0002421,Botswana,Africa,29.08.1977,05.10.2005,3700,male,African,natural
2422,ELF0002422,Zimbabwe,Africa,17.05.1986,23.07.2017,3800,female,African,natural
2423,ELF0002423,Zimbabwe,Africa,24.08.2001,,2872,female,African,natural
2424,ELF0002424,Botswana,Africa,29.12.1993,17.07.2021,4254,female,Asian,natural
2425,ELF0002425,Kenya,Africa,08.05.2006,,3261,male,African,natural
2426,ELF0002426,Botswana,Africa,12.08.1972,03.09.2003,6072,male,African,natural
2427,ELF0002427,Botswana,Africa,15.02.2005,,1517,female,African,natural
2428,ELF0002428,Sri Lanka,Asia,26.01.1978,28.03.2010,4752,male,Asian,natural
2429,ELF0002429,Tanzania,Africa,27.01.1973,26.11.2013,2976,female,African,natural
2430,ELF0002430,Zimbabwe,Africa,07.12.1990,02.09.2015,3399,female,African,natural
2431,ELF0002431,Zambia,Africa,20.10.2013,,5125,male,African,natural
2432,ELF0002432,Zimbabwe,Africa,20.11.1995,,4972,male,African,natural
2433,ELF0002433,Zimbabwe,Africa,06.08.1982,29.05.2007,9287,male,African,natural
2434,ELF0002434,Tanzania,Africa,22.11.2003,,2748,female,African,natural
2435,ELF0002435,Zimbabwe,Africa,09.01.2008,,4401,male,African,natural
2436,ELF0002436,Botswana,Africa,09.09.2000,,5366,male,African,natural
2437,ELF0002437,India,Asia,28.05.1975,29.11.2010,5855,male,Asian,natural
2438,ELF0002438,South Africa,Africa,25.12.2017,,2536,female,African,natural
2439,ELF0002439,Kenya,Africa,23.03.2002,20.06.2022,4069,female,African,natural
2440,ELF0002440,Zimbabwe,Africa,16.03.1999,31.10.2018,5882,male,African,natural
2441,ELF0002441,Tanzania,Africa,09.10.2005,24.11.2023,2177,female,African,natural
2442,ELF0002442,Zambia,Africa,08.08.2014,,2798,female,African,natural
2443,ELF0002443,South Africa,Africa,31.05.2009,,1861,female,Asian,natural
2444,ELF0002444,Botswana,Africa,01.09.2011,,2531,female,African,natural
2445,ELF0002445,DR Congo,Africa,29.08.2013,,3468,female,African,natural
2446,ELF0002446,Zimbabwe,Africa,15.02.1980,03.08.2010,2975,female,African,natural
2447,ELF0002447,Mozambique,Africa,03.08.1972,01.01.1997,2780,female,African,natural
2448,ELF0002448,Tanzania,Africa,27.08.1992,23.07.2017,3828,male,African,natural
2449,ELF0002449,Zimbabwe,Africa,24.10.1974,08.08.2000,-37,female,African,natural
2450,ELF0002450,Zimbabwe,Africa,31.08.1995,28.08.2017,2069,female,African,natural
2451,ELF0002451,Zimbabwe,Africa,02.11.1989,04.10.2021,993,female,African,natural
2452,ELF0002452,Mozambique,Africa,06.12.2008,,2974,female,African,natural
2453,ELF0002453,Tanzania,Africa,26.04.1974,02.01.2008,8031,male,African,natural
2454,ELF0002454,South Africa,Africa,26.11.1976,25.02.2008,5637,male,African,natural
2455,ELF0002455,Gabon,Africa,08.06.2008,,1788,female,African,natural
2456,ELF0002456,Botswana,Africa,07.06.1997,,2861,female,African,natural
2457,ELF0002457,Namibia,Africa,28.01.1988,04.09.2020,3719,male,African,natural
2458,ELF0002458,Gabon,Africa,05.07.1979,25.03.2012,4029,male,Asian,natural
2459,ELF0002459,Botswana,Africa,18.06.1992,,4059,female,Asian,natural
2460,ELF0002460,Botswana,Africa,19.11.1995,,2545,female,African,natural
2461,ELF0002461,Namibia,Africa,12.04.2003,,2121,female,African,natural
2462,ELF0002462,Angola,Africa,15.06.1995,,2704,female,African,natural
2463,ELF0002463,Botswana,Africa,04.11.2010,,3662,female,African,natural
2464,ELF0002464,Zimbabwe,Africa,05.08.1974,26.11.1994,1629,female,African,natural
2465,ELF0002465,Tanzania,Africa,14.09.1975,16.01.2005,3294,female,African,natural
2466,ELF0002466,Sri Lanka,Asia,13.05.1986,14.04.2015,3258,male,Asian,natural
2467,ELF0002467,Zambia,Africa,05.10.1990,23.11.2020,6218,male,African,natural
2468,ELF0002468,India,Asia,09.06.1996,19.10.2017,2618,female,Asian,natural
2469,ELF0002469,Tanzania,Africa,16.08.2007,,4372,female,African,natural
2470,ELF0002470,Kenya,Africa,27.09.2010,,3517,female,African,natural
2471,ELF0002471,Namibia,Africa,18.10.2013,,4780,female,African,natural
2472,ELF0002472,Zimbabwe,Africa,15.09.2000,26.02.2023,6208,male,African,natural
2473,ELF0002473,Sri Lanka,Asia,11.05.1986,11.11.2010,2087,female,Asian,natural
2474,ELF0002474,Botswana,Africa,22.09.2021,,6055,male,African,natural
2475,ELF0002475,Zambia,Africa,20.12.2000,,6265,male,African,natural
2476,ELF0002476,Zimbabwe,Africa,15.10.1996,29.01.2020,5613,male,African,natural
2477,ELF0002477,Botswana,Africa,30.04.2005,,6173,male,African,natural
2478,ELF0002478,Iraq,,07.08.2012,,4129,male,Asian,zoological garden
2479,ELF0002479,Zimbabwe,Africa,16.09.1990,21.09.2023,2342,female,African,natural
